,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,transaction_id,trans_group_en,procedure_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,building_name_en,property_type_en,instance_date
758,,Residential,Existing Properties,Jabal Ali First,1-41-2015-7154,Sales,Delayed Sell,,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,,0,610.14,1380000.0,2261.78,,,,Land,29-12-2015
759,Flat,Residential,Existing Properties,Wadi Al Safa 2,2-110-2016-419,Mortgages,Lease to Own Registration,QPOINT LIWAN-PLOT R020,Liwan,IMG World Adventures,,,1 B/R,1,75.82,468750.0,6182.41,468750.0,6182.41,Farah tower 1,Unit,13-04-2016
760,Flat,Residential,Existing Properties,Muhaisanah First,1-41-2022-2430,Sales,Delayed Sell,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,135.64,1692390.0,12477.07,,,Qamar 5,Unit,14-02-2022
761,Flat,Residential,Existing Properties,Palm Jumeirah,3-219-2022-106,Gifts,Grant on Delayed Sell,THE PALM TOWER,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,97.96,2777253.0,28350.89,,,THE PALM TOWER,Unit,30-06-2022
762,Office,Commercial,Existing Properties,Al Thanyah First,1-11-2022-27187,Sales,Sell,,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Office,1,125.46,1500000.0,11956.0,,,Grosvenor Business Tower,Unit,02-11-2022
763,Flat,Residential,Existing Properties,Business Bay,1-11-2023-39762,Sales,Sell,,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,3 B/R,1,165.88,3181860.0,19181.7,,,Residence-110,Unit,04-12-2023
764,Flat,Residential,Existing Properties,Al Warsan First,1-11-2024-1622,Sales,Sell,HDS SUNSTAR 1,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,124.96,550000.0,4401.41,,,HDS SUNSTAR,Unit,17-01-2024
765,Flat,Residential,Existing Properties,Business Bay,2-110-2012-118,Mortgages,Lease to Own Registration,CHURCHILL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,72.65,425447.0,5856.12,425447.0,5856.12,Churchill Tower 2-Residential,Unit,16-02-2012
766,Villa,Residential,Existing Properties,Al Thanayah Fourth,1-11-2008-100638,Sales,Sell,Emirates Living - Springs 15,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,255.0,1600000.0,6274.51,,,,Villa,05-05-2008
767,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2009-213529,Sales,Sell,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,102.71,449000.0,4371.53,,,Murjan 1,Unit,29-06-2009
768,Flat,Residential,Existing Properties,Nadd Hessa,2-814-2014-2,Mortgages,Lease to Own on Development Registration,,Silicon Oasis,IMG World Adventures,,,1 B/R,1,90.49,596202.0,6588.6,596202.0,6588.6,SILICON STAR 1,Unit,03-02-2014
769,Office,Commercial,Off-Plan Properties,Business Bay,2-105-2006-235,Mortgages,Mortgage Pre-Registration,ONE BUSINESS BAY,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,225.5,2900624.0,12863.08,,,ONE BUSINESS BAY BY OMNIYAT,Unit,26-10-2009
770,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2019-16586,Sales,Sell - Pre registration,REVA RESIDENCES,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,84.12,1336000.0,15882.07,,,REVA RESIDENCES,Unit,09-10-2019
771,Flat,Residential,Existing Properties,Al Barshaa South Third,1-11-2021-7880,Sales,Sell,2020 Marquis,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,74.73,642400.0,8596.28,,,2020 Marquis,Unit,17-05-2021
772,Flat,Residential,Existing Properties,Business Bay,1-11-2021-11686,Sales,Sell,AL HABTOOR CITY,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,75.23,1133678.0,15069.49,,,AMNA TOWER,Unit,05-07-2021
773,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,1-102-2021-21129,Sales,Sell - Pre registration,SAMANA PARK VIEWS,Arjan,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,81.83,914496.0,11175.57,,,Samana Park Views,Unit,16-11-2021
774,Flat,Residential,Existing Properties,Al Barshaa South Third,1-41-2022-6275,Sales,Delayed Sell,2020 Marquis,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,117.61,1152000.0,9795.09,,,2020 Marquis,Unit,08-04-2022
775,,Residential,Existing Properties,Wadi Al Safa 7,2-13-2022-6717,Mortgages,Mortgage Registration,ARABIAN RANCHES - YASMIN COMMUNITY,Arabian Ranches II - YASMIN,Motor City,,,,0,681.86,2708481.0,3972.2,,,,Villa,18-05-2022
776,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2022-11983,Sales,Sell,MBL RESIDENCE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,69.83,1128000.0,16153.52,,,MBL RESIDENCE,Unit,01-06-2022
777,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-102-2022-9193,Sales,Sell - Pre registration,BELGRAVIA SQUARE,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,120.55,1366828.0,11338.27,,,Belgravia Square A,Unit,06-04-2022
778,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2024-1152,Sales,Sell - Pre registration,CANAL HEIGHTS 2,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,42.42,1333750.0,31441.54,,,Canal Heights 2,Unit,09-01-2024
779,Flat,Residential,Existing Properties,Marsa Dubai,2-110-2009-200293,Mortgages,Lease to Own Registration,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,102.66,1207800.0,11765.05,1207800.0,11765.05,Rimal 1,Unit,03-03-2009
780,Villa,Residential,Existing Properties,Al Thanayah Fourth,2-13-2013-826,Mortgages,Mortgage Registration,,,,,,3 B/R,0,287.44,2710000.0,9428.05,,,,Villa,13-02-2013
781,Flat,Residential,Off-Plan Properties,Burj Khalifa,1-102-2013-6354,Sales,Sell - Pre registration,BURJ VISTA,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,114.79,2066775.0,18004.83,,,BURJ VISTA Tower 1,Unit,04-09-2013
782,,Other,Existing Properties,Nad Al Shiba Fourth,2-13-2016-1911,Mortgages,Mortgage Registration,,,IMG World Adventures,Creek Metro Station,City Centre Mirdif,,0,1355.57,1250000.0,922.12,,,,Villa,09-03-2016
783,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,1-102-2019-3572,Sales,Sell - Pre registration,Parkside,Dubai World Central,Al Makhtoum International Airport,,,4 B/R,0,238.71,1453888.0,6090.6,,,,Villa,13-03-2019
784,,Residential,Existing Properties,Jabal Ali First,2-190-2020-471,Mortgages,Delayed Mortgage,GardeniaTownHomes @ wasl gate,Wasl Gate,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,,0,232.5,1265821.0,5444.39,,,,Villa,18-05-2020
785,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,1-102-2022-7073,Sales,Sell - Pre registration,SKYZ By Danube,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,50.79,641000.0,12620.59,,,SKYZ BY DANUBE,Unit,13-04-2022
786,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,1-102-2022-27170,Sales,Sell - Pre registration,The Pulse Beachfront 3 ,Dubai South Residential District,,,,4 B/R,0,252.96,1750000.0,6918.09,,,,Villa,12-09-2022
787,Flat,Residential,Off-Plan Properties,Palm Deira,1-102-2023-64602,Sales,Sell - Pre registration,Bay Residences Dubai Islands,Palm Deira,,,,1 B/R,1,92.73,2512800.0,27098.03,,,Bay Residences Dubai Islands - A4,Unit,07-12-2023
788,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2011-17873,Sales,Sell,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Studio,1,47.87,408182.0,8526.89,,,JUMAIRAH BAY TOWER-X1-1,Unit,05-12-2011
789,Flat,Residential,Existing Properties,Al Thanyah Third,1-11-2009-213312,Sales,Sell,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,150.69,641800.0,4259.07,,,ALGHAF 4,Unit,25-06-2009
790,Villa,Residential,Existing Properties,Al Thanayah Fourth,2-110-2007-100140,Mortgages,Lease to Own Registration,Emirates Living - Springs 3,Springs - 6,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,346.5,399944.0,1154.24,399944.0,1154.24,,Villa,10-07-2007
791,Flat,Residential,Existing Properties,Palm Jumeirah,1-11-2012-7573,Sales,Sell,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,4 B/R,1,449.48,3900000.0,8676.69,,,Al Anbara,Unit,30-04-2012
792,,Commercial,Existing Properties,Al Thanyah Fifth,2-14-2012-818,Mortgages,Modify Mortgage,,Jumeirah Islands,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,,0,988.18,5000000.0,5059.81,,,,Villa,28-11-2012
793,Flat,Residential,Existing Properties,Al Hebiah Fifth,1-11-2013-38200,Sales,Sell,REMRAAM,Remraam,Motor City,,,3 B/R,1,139.0,1163760.0,8372.38,,,AL THAMAM 45,Unit,06-01-2014
794,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,1-102-2006-10580,Sales,Sell - Pre registration,SKY COURTS,Residential Complex,IMG World Adventures,,,1 B/R,1,78.87,559472.0,7093.6,,,Skycourts Tower A,Unit,26-10-2009
795,Flat,Residential,Off-Plan Properties,Burj Khalifa,1-102-2015-10932,Sales,Sell - Pre registration,FORTE,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,102.14,2107888.0,20637.24,,,Forte T1,Unit,11-08-2015
796,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2020-7753,Sales,Sell - Pre registration,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences12",,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,109.3,2005923.0,18352.45,,,"Mohammed Bin Rashid Al Maktoum City-District One, Phase III, Residences 12",Unit,13-05-2020
797,Hotel Apartment,Hospitality ,Existing Properties,Jabal Ali First,1-11-2023-32424,Sales,Sell,Azizi Star Hotel Apartments,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Studio,1,36.17,420000.0,11611.83,,,AZIZI STAR,Unit,10-10-2023
798,Flat,Residential,Existing Properties,Warsan Fourth,1-41-2024-597,Sales,Delayed Sell,EQUITI APARTMENTS,International City Phase 3,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,60.57,611649.0,10098.22,,,EQUITI APARTMENTS,Unit,10-01-2024
799,Flat,Residential,Existing Properties,Al Thanyah Third,1-11-2024-7342,Sales,Sell,MOSELA,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,121.89,2075000.0,17023.55,,,MOSELA,Unit,28-02-2024
800,,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2024-12710,Sales,Sell,,Jumeirah Park,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,,0,561.0,5562500.0,9915.33,,,,Villa,08-04-2024
801,,Commercial,Existing Properties,Al Murqabat,1-11-2011-16969,Sales,Sell,,,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,,0,1347.53,10000000.0,7420.99,,,,Land,02-11-2011
802,Flat,Residential,Existing Properties,Marsa Dubai,1-41-2010-4624,Sales,Delayed Sell,,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,110.55,802000.0,7254.64,,, DM MESK,Unit,26-12-2013
803,Flat,Residential,Existing Properties,Al Thanyah Third,1-11-2014-6073,Sales,Sell,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,109.07,2000000.0,18336.85,,,G R TRAVO B,Unit,04-03-2014
804,Flat,Residential,Off-Plan Properties,Marsa Dubai,1-102-2012-3182,Sales,Sell - Pre registration,23 MARINA,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,199.38,2000000.0,10031.1,,,23 MARINA,Unit,15-08-2012
805,Hotel Apartment,Hospitality ,Off-Plan Properties,Palm Jumeirah,1-102-2013-1577,Sales,Sell - Pre registration,BALQIS RESIDENCE,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,Studio,1,62.98,1398000.0,22197.52,,,BALQIS RESIDENCE 3,Unit,06-03-2013
806,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2016-6194,Sales,Sell,,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,3 B/R,1,191.1,3400000.0,17791.73,,,Al Majara 1,Unit,30-05-2016
807,Office,Commercial,Existing Properties,Al Thanyah Third,1-11-2018-12104,Sales,Sell,THE ONYX,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,Office,1,96.46,1210634.0,12550.64,,,THE ONYX - TOWER 1,Unit,24-12-2018
808,Flat,Residential,Off-Plan Properties,Al Hebiah Third,1-102-2019-4717,Sales,Sell - Pre registration,DAMAC HILLS - CARSON ,DAMAC HILLS,Motor City,,,1 B/R,1,39.4,791840.0,20097.46,,,DAMAC HILLS - CARSON (C),Unit,10-04-2019
809,Flat,Residential,Off-Plan Properties,Marsa Dubai,1-102-2018-15027,Sales,Sell - Pre registration,SUNRISE BAY,,,,,1 B/R,1,75.22,1372888.0,18251.64,,,SUNRISE BAY Tower 2,Unit,12-11-2018
810,,Commercial,Existing Properties,Me'Aisem First,2-13-2019-6600,Mortgages,Mortgage Registration,JUMEIRAH GOLF ESTATES,Jumeirah Golf Estates,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,769.67,3575000.0,4644.85,,,,Villa,02-10-2019
811,,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-41-2019-4520,Sales,Delayed Sell,SIDRA,DUBAI HILLS - SIDRA 1,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,516.67,4422888.0,8560.37,,,,Villa,13-11-2019
812,Flat,Residential,Existing Properties,Business Bay,3-9-2021-932,Gifts,Grant,THE OPUS BY OMNIYAT,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,76.01,2083266.0,27407.79,,,The Opus By Omniyat,Unit,03-05-2021
813,Villa,Residential,Off-Plan Properties,Al Hebiah Sixth,1-102-2023-24574,Sales,Sell - Pre registration,Mudon Al Ranim 4,Mudon,,,,4 B/R,0,317.49,2763000.0,8702.64,,,,Villa,17-07-2023
814,Villa,Residential,Off-Plan Properties,Al Yufrah 1,1-102-2023-42288,Sales,Sell - Pre registration,The Valley - Rivana,,,,,4 B/R,0,319.34,3337888.0,10452.46,,,,Villa,28-08-2023
815,Flat,Residential,Existing Properties,Business Bay,1-11-2023-30445,Sales,Sell,REVA RESIDENCES,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,43.8,990000.0,22602.74,,,REVA RESIDENCES,Unit,22-09-2023
816,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2011-19588,Sales,Sell,,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,99.09,488357.0,4928.42,,,FORTUNE TOWER,Unit,26-12-2011
817,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2008-204514,Sales,Sell,,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,71.44,607510.0,8503.78,,,MARINA DIAMOND 6 (A),Unit,17-07-2008
818,Shop,Commercial,Existing Properties,Al Warsan First,1-11-2009-206858,Sales,Sell,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,34.0,329400.0,9688.24,,,X-09,Unit,30-03-2009
819,,Residential,Existing Properties,Al Ruwayyah,1-11-2008-1268,Sales,Sell,,The Villa,,,,,0,557.7,747000.0,1339.43,,,,Land,19-03-2008
820,,Commercial,Existing Properties,Naif,1-11-2002-300040,Sales,Sell,,,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,,0,47.6,120000.0,2521.01,,,,Villa,22-04-2002
821,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2013-15230,Sales,Sell,MARINASCAPE,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,3 B/R,1,201.41,1956000.0,9711.53,,,Avant,Unit,16-05-2013
822,Flat,Residential,Off-Plan Properties,Palm Jumeirah,1-102-2015-17141,Sales,Sell - Pre registration,PALM VIEWS - EAST,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,Studio,0,51.11,1180000.0,23087.46,,,PALM VIEWS EAST,Unit,17-11-2015
823,Flat,Residential,Existing Properties,Al Wasl,2-13-2017-1994,Mortgages,Mortgage Registration,NO.9 & NO.10 CITYWALK RESIDENTIAL,City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,153.68,1323428.0,8611.59,,,Citywalk Residential Building 9,Unit,13-03-2017
824,Hotel Rooms,Hospitality ,Existing Properties,Al Thanyah First,1-11-2019-5844,Sales,Sell,SKY CENTRAL,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Studio,1,30.7,700000.0,22801.3,,,SKY CENTRAL,Unit,26-06-2019
825,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,1-102-2019-10184,Sales,Sell - Pre registration,Serena Casa Dora,800 Villas,Hamdan Sports Complex,,,3 B/R,0,293.82,1825000.0,6211.29,,,,Villa,02-07-2019
826,Flat,Residential,Off-Plan Properties,Burj Khalifa,1-102-2021-9491,Sales,Sell - Pre registration,Burj Crown,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,125.59,2656888.0,21155.25,,,Burj Crown,Unit,21-06-2021
827,Flat,Residential,Existing Properties,Nadd Hessa,1-45-2021-607,Sales,Sell Development,CORAL RESIDENCE,Silicon Oasis,IMG World Adventures,,,1 B/R,1,17.95,75011.0,4178.89,,,CORAL RESIDENCE,Unit,09-11-2022
828,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-102-2024-14216,Sales,Sell - Pre registration,Sapphire 32 by Dar Alkarama,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,36.75,532748.0,14496.55,,,Sapphire 32 By Dar Alkarama,Unit,07-03-2024
829,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,1-102-2024-40718,Sales,Sell - Pre registration,THE HAVEN,Majan,IMG World Adventures,,,Studio,1,39.69,512663.0,12916.68,,,The Haven - Tower A,Unit,07-06-2024
830,Flat,Residential,Existing Properties,Burj Khalifa,2-361-2012-55,Mortgages,Delayed Lease to Own Registration,BURJ AL NUJOOM,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,42.03,495787.0,11796.03,495787.0,11796.03,Al NOUJOUM TOWER,Unit,11-08-2014
831,,Commercial,Existing Properties,Al Nahda Second,3-9-2009-137,Gifts,Grant,,,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,,0,2564.77,51000000.0,19884.82,,,,Building,05-11-2009
832,,Commercial,Existing Properties,Palm Jumeirah,1-11-2010-7825,Sales,Sell,,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,,0,621.76,9000000.0,14475.04,,,,Villa,24-05-2010
833,,Residential,Existing Properties,Al Saffa First,2-14-2008-69,Mortgages,Modify Mortgage,,,Burj Khalifa,Noor Bank Metro Station,Dubai Mall,,0,1393.55,7300000.0,5238.42,,,,Building,18-02-2008
834,Shop,Commercial,Existing Properties,Business Bay,1-11-2014-18307,Sales,Sell,BAY SQUARE,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Shop,1,190.98,2458250.0,12871.77,,,Bay Square - 04,Unit,04-08-2014
835,Villa,Residential,Off-Plan Properties,Al Yelayiss 1,1-102-2014-16855,Sales,Sell - Pre registration,REEM - MIRA OASIS COMMUNITY PHASE 3,,Dubai Cycling Course,,,3 B/R,0,311.0,2077888.0,6681.31,,,,Villa,29-12-2014
836,Villa,Residential,Off-Plan Properties,Al Yelayiss 1,1-102-2014-16905,Sales,Sell - Pre registration,REEM - MIRA OASIS COMMUNITY PHASE 3,,Dubai Cycling Course,,,3 B/R,0,301.0,2066888.0,6866.74,,,,Villa,30-12-2014
837,Hotel Rooms,Hospitality ,Off-Plan Properties,Business Bay,1-102-2015-17093,Sales,Sell - Pre registration,DAMAC TOWERS BY PARAMOUNT,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,43.83,1224600.0,27939.77,,,DAMAC TOWERS BY PARAMOUNT (C),Unit,25-01-2016
838,,Residential,Existing Properties,Al Barsha South Fifth,2-13-2019-6984,Mortgages,Mortgage Registration,,Jumeirah Village Triangle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,240.0,1125000.0,4687.5,,,,Villa,15-10-2019
839,,Commercial,Existing Properties,Palm Jumeirah,2-13-2020-9008,Mortgages,Mortgage Registration,,Palm Jumeirah,Burj Al Arab,Media City,Marina Mall,,0,686.04,5700000.0,8308.55,,,,Villa,11-11-2020
840,Flat,Residential,Existing Properties,Al Warsan First,1-11-2022-2930,Sales,Sell,LADY RATAN MANOR,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,55.86,327000.0,5853.92,,,LADY RATAN MANOR,Unit,17-02-2022
841,Hotel Rooms,Hospitality ,Off-Plan Properties,Al Barsha South Fifth,1-102-2024-24846,Sales,Sell - Pre registration,The One at Jumeirah Village Triangle ,Jumeirah Village Triangle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,29.41,1350000.0,45902.75,,,The One at Jumeirah Village Triangle,Unit,23-04-2024
842,Flat,Residential,Existing Properties,Wadi Al Safa 5,2-13-2014-3338,Mortgages,Mortgage Registration,SKY COURTS,Residential Complex,IMG World Adventures,,,2 B/R,1,119.53,765000.0,6400.07,,,Skycourts Tower D,Unit,24-04-2014
843,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,1-102-2006-7992,Sales,Sell - Pre registration,EDEN GARDEN,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,44.46,390355.0,8779.91,,,EDEN GARDEN,Unit,18-11-2009
844,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2016-8496,Sales,Sell,CONCORDE TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,46.92,730000.0,15558.4,,,CONCORDE TOWER 1,Unit,20-07-2016
845,Office,Commercial,Existing Properties,Business Bay,2-13-2020-7173,Mortgages,Mortgage Registration,SOBHA SAPPHIRE,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,104.79,858000.0,8187.8,,,SOBHA SAPPHIRE,Unit,08-10-2020
846,Flat,Residential,Existing Properties,Wadi Al Safa 2,1-41-2023-16004,Sales,Delayed Sell,Wavez Residence,Liwan,IMG World Adventures,,,Studio,1,37.8,365000.0,9656.08,,,WAVEZ RESIDENCE,Unit,16-08-2023
847,Flat,Residential,Existing Properties,Jabal Ali First,2-110-2009-200742,Mortgages,Lease to Own Registration,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,93.0,1255439.0,13499.34,1255439.0,13499.34,MED 75,Unit,15-04-2009
848,Flat,Residential,Off-Plan Properties,Al Thanyah First,1-102-2009-5577,Sales,Sell - Pre registration,MADISON RESIDENCY,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Studio,1,61.75,582294.0,9429.87,,,Madison Residency,Unit,08-06-2009
849,Flat,Residential,Existing Properties,Al Warsan First,2-13-2015-4113,Mortgages,Mortgage Registration,INTERNATIONAL CITY EMARATI,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,47.71,305270.0,6398.45,,,EMR-17,Unit,08-06-2015
850,Flat,Residential,Off-Plan Properties,Al Thanyah Third,1-102-2016-11711,Sales,Sell - Pre registration,The Hills,,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,118.39,1526888.0,12897.1,,,Vida Residences 1 & 2 - The Hills,Unit,22-08-2016
851,Flat,Residential,Off-Plan Properties,Al Jadaf,1-102-2022-15913,Sales,Sell - Pre registration,Farhad Azizi Residence,Dubai Health Care City Phase 2,Downtown Dubai,Healthcare City Metro Station,Dubai Mall,1 B/R,1,67.46,986420.0,14622.29,,,Farhad Azizi Residence,Unit,15-06-2022
852,Flat,Residential,Existing Properties,Nadd Hessa,2-39-2022-351,Mortgages,Development Mortgage,ARABIAN GATE,Silicon Oasis,IMG World Adventures,,,1 B/R,1,68.43,437411.0,6392.09,,,ARABIAN GATE,Unit,12-10-2022
853,Flat,Residential,Existing Properties,Al Hebiah First,1-11-2012-8725,Sales,Sell,,Motor City,Motor City,Dubai Internet City,Mall of the Emirates,3 B/R,1,346.25,2750000.0,7942.24,,,TERRACE APARTMENT 2,Unit,14-05-2012
854,Flat,Residential,Existing Properties,Palm Jumeirah,1-11-2014-27357,Sales,Sell,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,144.08,3490000.0,24222.65,,,Al Msalli,Unit,17-12-2014
855,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2016-5019,Sales,Sell - Pre registration,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,135.54,1762888.0,13006.4,,,ACACIA AT PARK HEIGHTS BUILDING C,Unit,02-05-2016
856,,Residential,Existing Properties,Jabal Ali First,2-43-2017-110,Mortgages,Portfolio Mortgage Registration,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,46.0,3925758.0,85342.57,,,,Land,23-08-2017
857,Hotel Apartment,Hospitality ,Existing Properties,Palm Jumeirah,1-11-2022-4080,Sales,Sell,THE 8,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,112.58,3650000.0,32421.39,,,THE 8,Unit,03-03-2022
858,Flat,Residential,Off-Plan Properties,Al Hebiah Third,1-102-2023-19384,Sales,Sell - Pre registration,DAMAC HILLS - GOLF GATE,DAMAC HILLS,Motor City,,,1 B/R,1,58.98,700000.0,11868.43,,,DAMAC HILLS - GOLF GATE,Unit,25-04-2023
859,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2024-12597,Sales,Sell - Pre registration,The Paragon By IGO ,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,67.11,1250000.0,18626.14,,,The Paragon by IGO,Unit,29-02-2024
